binname	contiglength	mean_read_length	coverage	damage	GC
Lib4_3_bin.32	10670	79.5	131.9	0.108	0.318
Lib4_3_bin.32	5993	79.6	124.4	0.151	0.307
Lib4_3_bin.32	6458	80.3	163.8	0.099	0.327
Lib4_3_bin.32	4117	78.4	82.9	0.095	0.292
Lib4_3_bin.32	6527	79	140.6	0.087	0.300
Lib4_3_bin.32	5936	77	97.4	0.126	0.312
Lib4_3_bin.32	4427	73.8	84.4	0.039	0.285
Lib4_3_bin.32	11740	78.6	142.5	0.126	0.316
Lib4_3_bin.32	2684	77.9	67.9	0.158	0.276
Lib4_3_bin.32	10242	78.8	137.5	0.101	0.305
Lib4_3_bin.32	7359	77	132	0.09	0.304
Lib4_3_bin.32	4328	76.3	80.2	0.146	0.292
Lib4_3_bin.32	3707	81.1	172.9	0.043	0.325
Lib4_3_bin.32	8032	79.1	125.3	0.101	0.313
Lib4_3_bin.32	3018	85.9	80.2	0.167	0.300
Lib4_3_bin.32	14129	80.2	121.9	0.1	0.326
Lib4_3_bin.32	3129	79.9	125	0.104	0.313
Lib4_3_bin.32	10652	78.6	111.6	0.149	0.307
Lib4_3_bin.32	5935	79.3	111.7	0.062	0.317
Lib4_3_bin.32	4526	80.4	157.1	0.122	0.335
Lib4_3_bin.32	9010	80.6	161.7	0.119	0.321
Lib4_3_bin.32	4125	75.8	91.1	0.022	0.310
Lib4_3_bin.32	11648	80.4	126.1	0.111	0.327
Lib4_3_bin.32	5390	79	147.7	0.057	0.300
Lib4_3_bin.32	3987	79.2	109.6	0.074	0.320
Lib4_3_bin.32	5644	79.7	152.2	0.069	0.325
Lib4_3_bin.32	15470	79.7	148.6	0.089	0.314
Lib4_3_bin.32	2619	74	58	0.071	0.253
Lib4_3_bin.32	11537	80.2	117.4	0.05	0.296
Lib4_3_bin.32	7289	76.5	112.1	0.154	0.290
Lib4_3_bin.32	6879	79	97.9	0.055	0.299
Lib4_3_bin.32	5568	78.7	216.1	0.141	0.295
Lib4_3_bin.32	2831	75.8	74.4	0.136	0.281
Lib4_3_bin.32	8619	80.3	186.8	0.066	0.329
Lib4_3_bin.32	5245	80.4	106.8	0.098	0.301
Lib4_3_bin.32	11932	78.7	134.9	0.093	0.307
Lib4_3_bin.32	3571	74.1	71.2	0.179	0.283
Lib4_3_bin.32	9582	78.9	117.1	0.153	0.307
Lib4_3_bin.32	7835	80.8	170.2	0.072	0.322
Lib4_3_bin.32	6586	80.1	133.9	0.13	0.322
Lib4_3_bin.32	5108	76.9	78.3	0.048	0.279
Lib4_3_bin.32	10900	78.2	86.5	0.123	0.297
Lib4_3_bin.32	3619	78.1	105.4	0.095	0.305
Lib4_3_bin.32	4668	80.2	124.7	0.3	0.292
Lib4_3_bin.32	2540	72.9	55.2	0	0.248
Lib4_3_bin.32	6690	78.2	104	0.07	0.289
Lib4_3_bin.32	8415	81.7	172.7	0.087	0.339
Lib4_3_bin.32	7759	78.8	99	0.154	0.292
Lib4_3_bin.32	3006	77.6	100.3	0.073	0.268
Lib4_3_bin.32	4423	78.8	106.2	0.106	0.316
Lib4_3_bin.32	3704	79.3	121.7	0.081	0.311
Lib4_3_bin.32	10579	75.5	105.4	0.167	0.259
Lib4_3_bin.32	2769	77.9	140.9	0.105	0.321
Lib4_3_bin.32	18359	82	166.5	0.068	0.330
Lib4_3_bin.32	2550	79.9	107.5	0.085	0.310
Lib4_3_bin.32	2757	74	48.1	0.4	0.241
Lib4_3_bin.32	2952	79.5	99.1	0.061	0.298
Lib4_3_bin.32	26427	79.3	123.2	0.105	0.313
Lib4_3_bin.32	8658	79.2	107.4	0.074	0.317
Lib4_3_bin.32	5277	76.2	83.7	0.152	0.299
Lib4_3_bin.32	4843	78.4	100.6	0.07	0.297
Lib4_3_bin.32	6492	77.3	93.7	0.152	0.295
Lib4_3_bin.32	2616	75	90.6	0.107	0.273
Lib4_3_bin.32	3353	78.9	134.1	0.111	0.327
Lib4_3_bin.32	13545	79.7	155.9	0.088	0.324
Lib4_3_bin.32	14364	81.4	134.1	0.099	0.322
Lib4_3_bin.32	5902	80.1	133.1	0.172	0.319
Lib4_3_bin.32	5041	79.7	108	0.091	0.309
Lib4_3_bin.32	6590	80.9	128.7	0.164	0.331
Lib4_3_bin.32	11575	79.9	91.6	0.094	0.313
Lib4_3_bin.32	5863	78.8	107	0.15	0.295
Lib4_3_bin.32	3451	77.3	108.4	0.057	0.323
Lib4_3_bin.32	7500	78.3	120	0.18	0.319
Lib4_3_bin.32	5033	78.4	99.4	0.135	0.309
Lib4_3_bin.32	6730	79	85.3	0.065	0.286
Lib4_3_bin.32	2582	78.6	188.6	0.044	0.334
Lib4_3_bin.32	3322	76.2	61.2	0.1	0.270
Lib4_3_bin.32	9168	81	165.6	0.135	0.314
Lib4_3_bin.32	4285	81.3	116.3	0.173	0.322
Lib4_3_bin.32	2816	73.2	63.2	0.08	0.263
Lib4_3_bin.32	14073	78.7	103.4	0.158	0.307
Lib4_3_bin.32	6539	79.4	113.1	0.103	0.317
Lib4_3_bin.32	3747	88.5	230.9	0.122	0.323
Lib4_3_bin.32	3248	81.9	139.8	0.162	0.324
Lib4_3_bin.32	5740	79.7	122.5	0.124	0.325
Lib4_3_bin.32	6738	78.7	129.8	0.088	0.318
Lib4_3_bin.32	4489	81.5	137.2	0.203	0.309
Lib4_3_bin.32	2951	82.3	185	0.179	0.343
Lib4_3_bin.32	2627	76.3	79.8	0.227	0.281
Lib4_3_bin.32	9163	79.9	122.9	0.103	0.322
Lib4_3_bin.32	4099	80.1	89.6	0.083	0.287
Lib4_3_bin.32	5581	78.7	108.7	0.119	0.304
Lib4_3_bin.32	6473	79.1	110.5	0.213	0.304
Lib4_3_bin.32	4172	80.3	132.8	0.116	0.290
Lib4_3_bin.32	8648	78.3	82.9	0.067	0.291
Lib4_3_bin.32	8456	82.2	197.8	0.077	0.339
Lib4_3_bin.32	3799	79.1	124.7	0.089	0.289
Lib4_3_bin.32	19543	78.4	119.6	0.08	0.315
Lib4_3_bin.32	3754	78.6	79.5	0.13	0.280
Lib4_3_bin.32	3551	78.6	122.2	0.08	0.297
Lib4_3_bin.32	3045	78.4	127.8	0.042	0.311
Lib4_3_bin.32	6737	80.9	140.7	0.094	0.336
Lib4_3_bin.32	7592	77.5	120.3	0.133	0.304
Lib4_3_bin.32	7267	79.2	115.1	0.079	0.286
Lib4_3_bin.32	4051	79.4	100.8	0.061	0.302
Lib4_3_bin.32	5938	77.2	115	0.104	0.302
Lib4_3_bin.32	3348	78.6	89.2	0.147	0.297
Lib4_3_bin.32	3850	76.9	81.1	0.182	0.281
Lib4_3_bin.32	3457	77.8	83.4	0.055	0.275
Lib4_3_bin.32	9592	78.6	152.9	0.109	0.287
Lib4_3_bin.32	3284	80.3	144.4	0.113	0.324
Lib4_3_bin.32	5926	81.1	145.9	0.105	0.324
Lib4_3_bin.32	10126	79.9	132.8	0.111	0.323
Lib4_3_bin.32	4639	78.3	96.7	0.136	0.301
Lib4_3_bin.32	3798	76.3	63.7	0.095	0.260
Lib4_3_bin.32	8099	77.4	110.1	0.217	0.287
Lib4_3_bin.32	4086	78.9	105.9	0.123	0.308
Lib4_3_bin.32	13185	80.1	117.7	0.081	0.309
Lib4_3_bin.32	5659	75.2	70	0.08	0.282
Lib4_3_bin.32	3811	79.9	132.9	0.095	0.298
Lib4_3_bin.32	7152	78.1	97.3	0.132	0.297
Lib4_3_bin.32	3794	88.1	120.8	0.145	0.328
Lib4_3_bin.32	4204	79.6	75.5	0.078	0.309
Lib4_3_bin.32	6401	76.3	80.6	0.156	0.294
Lib4_3_bin.32	7782	81	179.9	0.125	0.335
Lib4_3_bin.32	5607	77.8	124.7	0.093	0.301
Lib4_3_bin.32	2813	79.3	106.3	0.091	0.283
Lib4_3_bin.32	3819	78.9	86.9	0.235	0.298
Lib4_3_bin.32	4462	81.6	169.1	0.051	0.314
Lib4_3_bin.32	5254	78.5	101.9	0.092	0.305
Lib4_3_bin.32	8300	79.1	117.2	0.121	0.321
Lib4_3_bin.32	10402	80.2	146	0.129	0.322
Lib4_3_bin.32	4149	81.1	127.2	0.124	0.325
Lib4_3_bin.32	9180	81.4	160.8	0.151	0.334
Lib4_3_bin.32	2794	77.2	116.9	0.09	0.314
Lib4_3_bin.32	2663	76.8	72.2	0.2	0.266
Lib4_3_bin.32	5008	78.4	106.6	0.131	0.318
Lib4_3_bin.32	7859	77.9	121.1	0.113	0.298
Lib4_3_bin.32	7081	81.4	122	0.073	0.320
s02_bin.85	62428	176	50.2	0.05	0.324
s02_bin.85	50769	178.6	50.1	0.048	0.305
s02_bin.85	9505	173	49.9	0.043	0.337
s02_bin.85	12693	177.4	47.3	0.115	0.312
s02_bin.85	21066	175.9	48.1	0.057	0.321
s02_bin.85	27203	175	48.2	0.036	0.303
s02_bin.85	77699	177.6	48.3	0.043	0.324
s02_bin.85	101336	177	47.5	0.052	0.324
s02_bin.85	13293	172.4	42.3	0.097	0.320
s02_bin.85	112521	176.7	47.6	0.047	0.321
s02_bin.85	39837	173.8	50.6	0.053	0.338
s02_bin.85	21095	176.6	47.9	0.03	0.330
s02_bin.85	114368	177.5	49.1	0.032	0.335
s02_bin.85	30526	168.4	49	0.043	0.318
s02_bin.85	87610	178.5	47	0.04	0.314
s02_bin.85	38524	173	50.3	0.021	0.351
s02_bin.85	4074	149.6	46.5	0.025	0.325
s02_bin.85	27060	174.8	49.1	0.016	0.314
s02_bin.85	149976	177.7	47.8	0.028	0.334
s02_bin.85	139496	178.5	45.2	0.038	0.316
s02_bin.85	8160	177.7	52.9	0.052	0.329
s02_bin.85	6844	176.1	48.3	0.051	0.306
s02_bin.367	16348	161.1	43	0.088	0.395
s02_bin.367	6563	162.8	49.4	0.019	0.404
s02_bin.367	113541	162.8	46.2	0.067	0.408
s02_bin.367	26330	159.4	49.8	0.039	0.419
s02_bin.367	5477	161.2	44.4	0.028	0.394
s02_bin.367	5980	160.9	55.5	0.011	0.393
s02_bin.367	12444	161.9	38.1	0.056	0.425
s02_bin.367	27757	159.8	43.4	0.103	0.424
s02_bin.367	37624	161.9	47.2	0.071	0.417
s02_bin.367	28803	159.1	41.1	0.039	0.418
s02_bin.367	50658	160.5	48.3	0.077	0.399
s02_bin.367	25861	160.6	44.3	0.027	0.417
s02_bin.367	16250	162.6	49.9	0.052	0.387
s02_bin.367	24590	153.5	46.3	0.043	0.424
s02_bin.367	34939	163.2	52.2	0.074	0.389
s02_bin.367	19626	155.3	42.4	0.083	0.422
s02_bin.367	19650	161	48.8	0.054	0.403
s02_bin.367	6486	139.5	50.1	0.05	0.376
s02_bin.367	25148	156.2	62.7	0.012	0.402
s02_bin.367	17542	157.1	50.1	0.046	0.425
s02_bin.367	18208	154.5	46.2	0.055	0.431
s02_bin.367	73050	161	44	0.068	0.435
s02_bin.367	6330	155.4	48.8	0.05	0.427
s02_bin.367	23766	160.8	56.8	0.032	0.406
s02_bin.367	2592	158.7	60.8	0.018	0.419
s02_bin.367	18681	160	47.2	0.067	0.423
s02_bin.367	10595	165.4	46.6	0.031	0.419
s02_bin.367	67018	160.7	45.7	0.042	0.433
s02_bin.367	56081	163.2	44.3	0.087	0.396
s02_bin.367	7713	162.2	43.9	0.033	0.404
s02_bin.367	68308	162.5	44.8	0.031	0.403
s02_bin.367	59238	162.9	45.4	0.058	0.414
s02_bin.367	6399	118.3	458.5	0.002	0.377
s02_bin.367	34567	161.7	45.5	0.069	0.406
s02_bin.367	15033	160.7	47.5	0.031	0.423
s02_bin.367	70480	165.5	49.8	0.04	0.380
s02_bin.367	9291	159.4	45.5	0.058	0.423
s02_bin.367	90854	161.8	44.3	0.073	0.423
s02_bin.367	3432	167.8	44.5	0	0.381
s02_bin.367	4825	164.2	46.7	0	0.394
s02_bin.367	16678	162.6	44	0.084	0.435
s02_bin.367	25400	159.7	47.3	0.074	0.419
s02_bin.367	36974	163.2	45.1	0.082	0.403
s02_bin.367	4391	164.5	45.8	0.075	0.395
s02_bin.367	55775	162.2	45.4	0.069	0.416
s02_bin.367	97774	163.4	45.9	0.077	0.394
s02_bin.367	3035	150.2	60.8	0.011	0.394
s02_bin.367	25754	161.2	47.2	0.048	0.420
s02_bin.367	43603	162.4	43.9	0.067	0.389
s02_bin.367	19432	160.6	44.9	0.048	0.423
s02_bin.367	238018	163.5	44.7	0.06	0.393
s02_bin.367	44397	162.3	44.4	0.067	0.400
s02_bin.367	20931	156.5	44.2	0.094	0.444
s02_bin.367	69143	161.8	45.4	0.053	0.424
s02_bin.378	3190	171.7	184.8	0.009	0.237
s02_bin.378	7984	176.2	240.3	0.013	0.242
s02_bin.378	33435	178.5	151.3	0.061	0.267
s02_bin.378	79258	178.7	159.9	0.04	0.252
s02_bin.378	11266	175	162.3	0.011	0.252
s02_bin.378	3701	176.9	172.1	0.028	0.261
s02_bin.378	7715	176.7	171	0.031	0.249
s02_bin.378	30610	179.6	160.3	0.033	0.256
s02_bin.378	3769	168.8	207	0.016	0.263
s02_bin.378	35111	179.1	162.5	0.018	0.272
s02_bin.378	14424	181.9	156.2	0.025	0.247
s02_bin.378	29441	180.7	160.6	0.037	0.265
s02_bin.378	2622	183.7	179.4	0.002	0.243
s02_bin.378	4078	175.7	142.8	0.038	0.263
s02_bin.378	3610	193.2	148.8	0.01	0.246
s02_bin.378	55403	179.4	164	0.025	0.247
s02_bin.378	20835	180.1	182.9	0.021	0.255
s02_bin.378	11047	173.9	154.9	0.034	0.254
s02_bin.378	13167	174.9	146.6	0.036	0.265
s02_bin.378	2558	169.6	202.4	0.039	0.250
s02_bin.378	9654	175.7	218.2	0.011	0.256
s02_bin.378	11797	180.6	152.5	0.033	0.255
s02_bin.378	78728	178.7	162.2	0.029	0.255
s02_bin.378	85073	177.8	162.4	0.034	0.255
s02_bin.378	23157	178.8	155.7	0.03	0.243
s02_bin.378	25827	178.6	151	0.029	0.252
s02_bin.378	8844	174.6	210.1	0.012	0.246
s02_bin.378	24645	176.5	174.4	0.022	0.261
s02_bin.378	3998	179.2	166.5	0.067	0.271
s02_bin.378	29492	179.5	157.2	0.026	0.258
s02_bin.378	56527	174.7	162.5	0.023	0.277
s02_bin.378	43095	180	163.2	0.031	0.261
s02_bin.378	31108	178	169.8	0.031	0.248
s02_bin.378	3281	156	178.6	0.009	0.259
s02_bin.378	4950	182.5	190.7	0.023	0.260
s02_bin.378	10948	176.8	157.7	0.029	0.238
s02_bin.378	63185	177.5	172.6	0.016	0.258
s02_bin.378	5121	177.2	195.9	0.012	0.243
s02_bin.378	22247	177.3	155.6	0.02	0.241
s02_bin.378	33941	181.2	172.5	0.023	0.249
s02_bin.378	3950	176.2	147.8	0.014	0.268
s02_bin.378	17225	176.4	159.5	0.021	0.290
s02_bin.378	11385	181	162.3	0.049	0.258
s02_bin.378	3951	184.8	169.3	0.033	0.273
s02_bin.378	31878	180.9	162	0.034	0.256
s02_bin.378	21462	186.5	165.4	0.03	0.235
s02_bin.378	28351	178.4	157.6	0.025	0.250
s02_bin.378	6489	137.7	1217.6	0.008	0.281
s02_bin.378	45707	179.2	161.4	0.024	0.250
s02_bin.378	47001	176.9	171.7	0.021	0.262
s02_bin.378	24094	177.5	154.1	0.034	0.255
s02_bin.378	10064	181.1	156.6	0.04	0.259
Lib4_6_bin.107	11657	114.3	168.3	0.099	0.529
Lib4_6_bin.107	4842	116.4	161.3	0.079	0.516
Lib4_6_bin.107	13182	111.5	154.4	0.065	0.497
Lib4_6_bin.107	9275	112.9	147.4	0.084	0.499
Lib4_6_bin.107	5466	113.1	134.3	0.059	0.496
Lib4_6_bin.107	4831	109.9	114.2	0.056	0.464
Lib4_6_bin.107	9268	114.5	154.6	0.057	0.503
Lib4_6_bin.107	18120	110.7	121.2	0.071	0.470
Lib4_6_bin.107	6705	112.9	136.1	0.077	0.492
Lib4_6_bin.107	6134	111	121.6	0.037	0.485
Lib4_6_bin.107	18576	111.5	143.9	0.082	0.496
Lib4_6_bin.107	9259	114.2	152	0.103	0.503
Lib4_6_bin.107	4385	113.2	113.5	0.059	0.456
Lib4_6_bin.107	6066	110.6	116.2	0.08	0.484
Lib4_6_bin.107	3051	108.2	106.4	0.138	0.470
Lib4_6_bin.107	2742	110.1	113.7	0.052	0.476
Lib4_6_bin.107	3934	111.6	138.3	0.062	0.508
Lib4_6_bin.107	17597	114	153.9	0.066	0.515
Lib4_6_bin.107	4472	111.5	93.8	0.093	0.452
Lib4_6_bin.107	16488	112.7	140.2	0.064	0.500
Lib4_6_bin.107	7660	106.8	146.5	0.082	0.502
Lib4_6_bin.107	6168	111.4	122.4	0.116	0.478
Lib4_6_bin.107	3529	113.5	160.5	0.054	0.519
Lib4_6_bin.107	6468	112.6	159	0.045	0.499
Lib4_6_bin.107	14171	114.3	163.2	0.075	0.507
Lib4_6_bin.107	5412	108.5	98.3	0.024	0.432
Lib4_6_bin.107	9393	109.9	118.8	0.073	0.472
Lib4_6_bin.107	10499	111.3	139.1	0.084	0.502
Lib4_6_bin.107	9408	111.8	120.4	0.075	0.472
Lib4_6_bin.107	12878	108.6	107.3	0.033	0.447
Lib4_6_bin.107	7761	112.5	161.3	0.091	0.526
Lib4_6_bin.107	5924	112.3	150.6	0.056	0.520
Lib4_6_bin.107	8406	111.7	134.4	0.057	0.484
Lib4_6_bin.107	6415	109.1	138.5	0.064	0.514
Lib4_6_bin.107	6018	109.4	106.2	0.098	0.470
Lib4_6_bin.107	7197	109.6	125.4	0.102	0.484
Lib4_6_bin.107	18750	110.9	130.1	0.061	0.469
Lib4_6_bin.107	8343	111.6	132.5	0.072	0.481
Lib4_6_bin.107	10456	113.1	137	0.079	0.491
Lib4_6_bin.107	3977	111.1	111.3	0.064	0.496
Lib4_6_bin.107	23020	111.1	120.2	0.103	0.468
Lib4_6_bin.107	2886	108.9	126.6	0.045	0.493
Lib4_6_bin.107	19872	111.9	131.5	0.075	0.483
Lib4_6_bin.107	8205	114.7	143.5	0.078	0.510
Lib4_6_bin.107	2949	110	113.3	0.062	0.474
Lib4_6_bin.107	9364	111	129.5	0.053	0.482
Lib4_6_bin.107	4713	111.3	125.7	0.068	0.490
Lib4_6_bin.107	3631	110.4	98.3	0.06	0.447
Lib4_6_bin.107	2824	111.9	143	0.015	0.506
Lib4_6_bin.107	11223	113.6	122.7	0.073	0.464
Lib4_6_bin.107	5869	112.2	147.3	0.08	0.496
Lib4_6_bin.107	4003	112.8	163.1	0.114	0.503
Lib4_6_bin.107	28434	110.7	109.1	0.09	0.460
Lib4_6_bin.107	7825	111	134	0.074	0.488
Lib4_6_bin.107	6926	110.2	128	0.086	0.499
Lib4_6_bin.107	6553	110.8	139.6	0.088	0.506
Lib4_6_bin.107	2610	114.2	142	0.036	0.517
Lib4_6_bin.107	4912	110.8	142.2	0.049	0.496
Lib4_6_bin.107	8320	112	128.1	0.065	0.492
Lib4_6_bin.107	23801	112.7	141.5	0.076	0.488
Lib4_6_bin.107	9574	112.8	155.1	0.061	0.512
Lib4_6_bin.107	8325	114.1	148.7	0.076	0.520
Lib4_6_bin.107	12905	112.4	124	0.044	0.472
Lib4_6_bin.107	6070	109.8	121.2	0.102	0.478
Lib4_6_bin.107	4798	113.3	158.6	0.068	0.513
Lib4_6_bin.107	13032	110.9	129.9	0.05	0.472
Lib4_6_bin.107	3515	106.6	124.2	0.014	0.488
Lib4_6_bin.107	6079	110.5	121.1	0.174	0.487
Lib4_6_bin.107	8896	113	151.6	0.109	0.501
Lib4_6_bin.107	4267	112.3	171.6	0.045	0.524
Lib4_6_bin.107	4273	110.7	111.6	0.066	0.474
Lib4_6_bin.107	5775	113.7	144.2	0.078	0.509
Lib4_6_bin.107	7342	112.7	154.5	0.071	0.508
Lib4_6_bin.107	3398	111.1	108.6	0.141	0.477
Lib4_6_bin.107	3152	111.2	124.3	0	0.474
Lib4_6_bin.107	3589	111.2	245.2	0.011	0.472
Lib4_6_bin.107	7537	112.2	131.4	0.101	0.501
Lib4_6_bin.107	4310	111.9	175	0.027	0.499
Lib4_6_bin.107	5372	113.5	153.5	0.061	0.511
Lib4_6_bin.107	19895	109.3	156.4	0.03	0.480
Lib4_6_bin.107	17044	112	147.6	0.051	0.500
Lib4_6_bin.107	5723	116.4	173.8	0.076	0.526
Lib4_6_bin.107	6604	113.6	152.4	0.043	0.503
Lib4_6_bin.107	2804	108.5	104.1	0.055	0.458
Lib4_6_bin.107	4741	115.7	117.6	0.097	0.497
Lib4_6_bin.107	4816	110.6	137.5	0.094	0.493
Lib4_6_bin.107	11516	112	132.4	0.074	0.490
Lib4_6_bin.107	5676	111.7	154.1	0.076	0.517
Lib4_6_bin.107	5655	112.7	139.2	0.062	0.517
Lib4_6_bin.107	3447	114.7	147.1	0.077	0.497
Lib4_6_bin.107	5409	112.4	132.9	0.1	0.494
Lib4_6_bin.107	4573	109.2	106.5	0.086	0.452
Lib4_6_bin.107	3291	111.6	121.9	0.034	0.492
Lib4_6_bin.107	15450	111.8	138.3	0.09	0.495
Lib4_6_bin.107	8960	113.6	149.9	0.07	0.517
Lib4_6_bin.107	11429	111.1	140.4	0.055	0.480
Lib4_6_bin.107	3383	107.4	125	0.051	0.464
Lib4_6_bin.107	10329	110.3	132.6	0.076	0.484
Lib4_6_bin.107	8093	114.5	162.2	0.148	0.514
Lib4_6_bin.107	7877	113.4	135.4	0.069	0.494
Lib4_6_bin.107	8080	109.4	121.1	0.033	0.462
Lib4_6_bin.107	9134	112.3	143.3	0.062	0.490
Lib4_6_bin.107	7483	113.8	148	0.06	0.518
Lib4_6_bin.107	3370	109.4	107.8	0.093	0.464
Lib4_6_bin.107	15502	113.3	156.1	0.052	0.523
Lib4_6_bin.107	2735	112.9	116.9	0.095	0.488
Lib4_6_bin.107	14115	113.5	159.3	0.06	0.505
Lib4_6_bin.107	5901	110.3	136	0.042	0.466
Lib4_6_bin.107	3554	107.9	156.3	0.042	0.506
Lib4_6_bin.107	20282	114	157	0.082	0.518
Lib4_6_bin.107	4935	114.2	165.5	0.094	0.529
Lib4_6_bin.107	6534	113.8	168.4	0.05	0.537
Lib4_6_bin.107	32789	110.4	97.9	0.078	0.448
Lib4_6_bin.107	3001	115.8	168.7	0.056	0.527
Lib4_6_bin.107	3010	114.7	98.4	0.03	0.443
Lib4_6_bin.107	17283	110.2	110	0.068	0.460
Lib4_6_bin.107	3932	114.8	154.3	0.07	0.535
Lib4_6_bin.107	8076	105.6	123.1	0.036	0.458
Lib4_6_bin.107	4406	111.3	142.7	0.143	0.500
Lib4_6_bin.107	3961	113.2	149.8	0.04	0.493
Lib4_6_bin.107	6372	110.5	126.8	0.068	0.478
Lib4_6_bin.107	4339	109.9	101.8	0.062	0.446
Lib4_6_bin.107	5713	111.2	146.5	0.044	0.506
Lib4_6_bin.107	6528	113.7	140.8	0.064	0.509
Lib4_6_bin.107	4057	112	127.7	0.104	0.494
Lib4_6_bin.107	11556	113.8	155	0.09	0.502
Lib4_6_bin.107	4054	110.9	128.3	0.052	0.474
Lib4_6_bin.107	4401	113.3	129.9	0.1	0.493
Lib4_6_bin.107	4552	116.3	153.8	0.061	0.510
Lib4_6_bin.107	10504	109.5	107.2	0.056	0.457
Lib4_6_bin.107	8958	111.7	128.3	0.049	0.479
Lib4_6_bin.107	3675	107.8	95.5	0	0.419
Lib4_6_bin.107	8287	109.7	121.7	0.05	0.465
Lib4_6_bin.107	18323	109.5	100.3	0.083	0.442
Lib4_6_bin.107	9284	110.5	140.2	0.033	0.472
Lib4_6_bin.107	28113	112.8	154.1	0.074	0.515
Lib4_6_bin.107	41903	109.7	104	0.074	0.440
Lib4_6_bin.107	4650	112.3	148	0.098	0.513
Lib4_6_bin.107	5017	111.5	127.4	0.038	0.461
Lib4_6_bin.107	5467	112.4	140	0.108	0.509
Lib4_6_bin.107	3157	111.7	156.5	0.07	0.513
Lib4_6_bin.107	8005	109.5	109.7	0.031	0.455
Lib4_6_bin.107	7253	112.9	136.3	0.061	0.491
Lib4_6_bin.107	11688	112.4	137	0.047	0.493
Lib4_6_bin.107	31142	114.7	169.7	0.079	0.525
Lib4_6_bin.107	6595	110	138.9	0.025	0.517
Lib4_6_bin.107	5718	112.5	131.8	0.014	0.482
Lib4_6_bin.107	4252	111.8	149.9	0.066	0.487
Lib4_6_bin.107	3285	114.7	147.2	0.074	0.505
Lib4_6_bin.107	16334	112.3	137.3	0.088	0.491
Lib4_6_bin.107	23601	112.9	140.2	0.077	0.494
Lib4_6_bin.107	3451	110.9	135	0.103	0.473
Lib4_6_bin.107	6411	113.9	158.6	0.049	0.515
Lib4_6_bin.107	3761	110	95.8	0.034	0.438
Lib4_6_bin.107	13927	113.2	133.8	0.109	0.488
Lib4_6_bin.107	3683	113	159.3	0.131	0.501
Lib4_6_bin.107	16682	114.1	148.3	0.105	0.505
Lib4_6_bin.107	11997	110.5	111.7	0.077	0.461
Lib4_6_bin.107	10965	112.9	138.2	0.095	0.502
Lib4_6_bin.107	4015	110.4	154.2	0.047	0.511
Lib4_6_bin.107	4333	114.7	170.5	0.079	0.528
Lib4_6_bin.107	14920	112.6	128.9	0.068	0.483
Lib4_6_bin.107	4062	111.2	148.6	0.206	0.519
Lib4_6_bin.107	2951	108.1	95.9	0.052	0.439
Lib4_6_bin.107	2616	113.4	114.1	0.067	0.491
Lib4_6_bin.107	3150	113.5	152.9	0.05	0.503
Lib4_6_bin.107	10002	113.8	117.6	0.056	0.488
Lib4_6_bin.107	9840	113.2	139.1	0.06	0.504
Lib4_6_bin.107	2886	112.6	144.7	0.079	0.502
Lib4_6_bin.107	2688	108.6	165.9	0.047	0.487
Lib4_6_bin.107	6457	111.8	131.1	0.045	0.489
Lib4_6_bin.107	9390	114.4	130.9	0.087	0.476
Lib4_6_bin.107	2943	102.7	153.1	0.048	0.501
Lib4_6_bin.107	9855	113.2	155.3	0.12	0.521
Lib4_6_bin.107	19082	111.5	141	0.045	0.489
Lib4_6_bin.107	8773	113.5	138.8	0.06	0.501
Lib4_6_bin.107	6945	111.4	138.3	0.088	0.499
Lib4_6_bin.107	2596	109.2	136.4	0.031	0.495
Lib4_6_bin.107	2732	111.6	121.9	0.079	0.479
Lib4_6_bin.107	4414	112.8	146.4	0.038	0.497
Lib4_6_bin.107	9681	111.8	133.9	0.108	0.484
Lib4_6_bin.107	6014	110.8	132.6	0.068	0.475
Lib4_6_bin.107	8126	114.1	164.5	0.117	0.526
Lib4_6_bin.107	7527	111.4	135.8	0.071	0.487
Lib4_6_bin.107	4471	110.6	129.1	0.163	0.505
Lib4_6_bin.107	3964	110	144.9	0.093	0.474
Lib4_6_bin.107	3955	111.8	134.5	0.075	0.501
Lib4_6_bin.107	12518	113.2	156.1	0.054	0.500
Lib4_6_bin.107	4039	112.6	150.5	0.109	0.511
Lib4_6_bin.107	16517	111.3	123	0.076	0.477
Lib4_6_bin.107	4225	114.5	133	0.05	0.474
Lib4_6_bin.107	3358	107.8	156.3	0.063	0.488
Lib4_6_bin.107	7279	110.5	109.3	0.083	0.462
Lib4_6_bin.107	12241	113.4	160.5	0.09	0.519
Lib4_6_bin.107	7290	110.3	115.3	0.045	0.465
Lib4_6_bin.107	5025	111.4	152.8	0.054	0.487
Lib4_6_bin.107	3803	109.3	132.1	0.075	0.501
Lib4_6_bin.107	4123	109.1	125.3	0.05	0.463
Lib4_6_bin.107	6761	105.7	139.8	0.06	0.479
Lib4_6_bin.107	6794	113.5	164.1	0.06	0.515
Lib4_6_bin.107	8083	113.3	131.2	0.065	0.493
Lib4_6_bin.107	11157	109.8	118.6	0.087	0.472
Lib4_6_bin.107	12344	113	141.4	0.039	0.473
Lib4_6_bin.107	3505	110.5	146.1	0.063	0.501
Lib4_6_bin.107	7420	112.5	142.1	0.06	0.509
Lib4_6_bin.107	10394	109.7	111.7	0.068	0.475
